id,korean_name,english_name,kcd,vcode,support,primary_specialty,all_specialties,classification_source,status,orpha_code,orpha_name
1087,가족성 선종성 용종증,Familial adenomatous polyposis,D12.6,V281,의료비(급여부분),소화기내과,"[""소화기내과"", ""안과"", ""혈액종양내과""]",en_product3_152.xml; en_product3_189.xml; en_product3_202.xml,분류완료,733,Familial adenomatous polyposis
1086,가족성 운동신경세포병,Familial motor neuron disease,G12.20,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
1085,가족성 저인산혈증,Familial hypophosphataemia,E83.3,V189,의료비(급여부분),미분류,[],,미분류,,
1084,가족성 저형성빈혈,Familial hypoplastic anaemia,D61.0,V023,의료비(급여부분),미분류,[],,미분류,,
1083,가족성 지중해열,Familial Mediterranean fever,E85.0,V121,의료비(급여부분),류마티스내과/면역내과,"[""류마티스내과/면역내과"", ""소아청소년과/의학유전학"", ""신장내과""]",en_product3_188.xml; en_product3_195.xml; en_product3_196.xml; en_product3_231.xml,분류완료,342,Familial Mediterranean fever
1082,가족성 칸디다증,Familial candidiasis,없음,V900,의료비(급여부분),미분류,[],,미분류,,
1081,가족성 혈구탐식세망증,Familial haemophagocytic reticulosis,D76.1,V110,의료비(급여부분),미분류,[],,미분류,,
1080,가족성 흉부 대동맥동맥류 및 박리,Familial thoracic aortic aneurysm and dissection,없음,V900,의료비(급여부분),심장내과/소아심장과,"[""심장내과/소아심장과""]",manual_primary_whitelist:\baortic aneurysm\b,분류완료,,
1079,각막결막염을(를) 동반한 쉐그렌증후군,Sjogren’s syndrome with keratoconjunctivitis,M35.0,V139,의료비(급여부분),미분류,[],,미분류,,
1078,간뇌 미토콘드리아 DNA 고갈 증후군,Hepatocerebral mitochondrial DNA depletion syndrome,없음,V900,의료비(급여부분),미분류,[],,미분류,,
1077,간인산화효소결핍,Liver phosphorylase deficiency,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",미분류,[],,미분류,,
1076,간헐 운동실조 2형,Episodic ataxia type 2,G11.1,V900,의료비(급여부분),신경과,"[""신경과""]",manual_primary_whitelist:\bataxia\b,분류완료,,
1075,갈락토스대사장애,Disorders of galactose metabolism,E74.2,V117,의료비(급여부분),미분류,[],,미분류,,
1074,갈락토스혈증,Galactosaemia,E74.2,V117,의료비(급여부분),미분류,[],,미분류,,
1073,갈락토카이네이스결핍,Galactokinase deficiency,E74.2,V117,의료비(급여부분),내분비대사내과,"[""내분비대사내과"", ""신장내과"", ""안과""]",en_product3_150.xml; en_product3_188.xml; en_product3_189.xml,분류완료,79237,Galactokinase deficiency
1072,갈로웨이-모왓 증후군,Galloway Mowat syndrome,없음,V900,의료비(급여부분),신경과,"[""신경과"", ""신장내과""]",en_product3_181.xml; en_product3_188.xml,리뷰필요,2065,Galloway-Mowat syndrome
1071,감마글루타밀회로의 장애,Disorders of γ-glutamyl cycle,E72.8,V117,의료비(급여부분),미분류,[],,미분류,,
1070,강글리오시드증 NOS,Gangliosidosis NOS,E75.1,V117,의료비(급여부분),미분류,[],,미분류,,
1069,강직인간증후군,Stiff-person[man] syndrome,G25.8,V900,의료비(급여부분),미분류,[],,미분류,,
1068,"강직척추염, 경부","Ankylosing spondylitis, cervical region",M45.2,V140,의료비(급여부분),미분류,[],,미분류,,
1067,"강직척추염, 경흉추부","Ankylosing spondylitis, cervicothoracic region",M45.3,V140,의료비(급여부분),미분류,[],,미분류,,
1066,"강직척추염, 요천부","Ankylosing spondylitis, lumbosacral region",M45.7,V140,의료비(급여부분),미분류,[],,미분류,,
1065,"강직척추염, 요추부","Ankylosing spondylitis, lumbar region",M45.6,V140,의료비(급여부분),미분류,[],,미분류,,
1064,"강직척추염, 척추의 여러 부위","Ankylosing spondylitis, multiple sites in spine",M45.0,V140,의료비(급여부분),미분류,[],,미분류,,
1063,"강직척추염, 천추 및 천미추부","Ankylosing spondylitis, sacral and sacrococcygeal region",M45.8,V140,의료비(급여부분),미분류,[],,미분류,,
1062,"강직척추염, 후두환축부","Ankylosing spondylitis, occipito-atlanto-axial region",M45.1,V140,의료비(급여부분),미분류,[],,미분류,,
1061,"강직척추염, 흉요추부","Ankylosing spondylitis, thoracolumbar region",M45.5,V140,의료비(급여부분),미분류,[],,미분류,,
1060,"강직척추염, 흉추부","Ankylosing spondylitis, thoracic region",M45.4,V140,의료비(급여부분),미분류,[],,미분류,,
1059,거대뇌증-다소뇌회증-다지증-수두증 증후군2(AKT3 관련),Megalencephaly-polymicrogyria-polydactyly-hydrocephalus[MPPH] syndrome 2(AKT3 related),없음,V900,의료비(급여부분),미분류,[],,미분류,,
1058,거대뇌증-모세혈관 기형-다발미세이랑 증후군,Megalencephaly-capillary malformation-polymicrogyria syndrome,없음,V900,의료비(급여부분),신경과,"[""신경과"", ""심장내과/소아심장과"", ""피부과"", ""혈액종양내과""]",en_product3_181.xml; en_product3_187.xml; en_product3_198.xml; en_product3_202.xml,리뷰필요,60040,Megalencephaly-capillary malformation-polymicrogyria syndrome
1057,거대방광-미세결장-장연동저하 증후군(MMIHS),Megacystis-microcolon-intestinal hypoperistalsis syndrome (MMIHS),없음,V900,의료비(급여부분),미분류,[],,미분류,,
1056,거대세포동맥염,Giant cell arteritis,없음,V900,의료비(급여부분),류마티스내과/면역내과,"[""류마티스내과/면역내과"", ""신장내과"", ""심장내과/소아심장과""]",en_product3_188.xml; en_product3_196.xml; en_product3_198.xml,분류완료,397,Giant cell arteritis
1055,거의 정상의 면역글로불린 또는 고면역글로불린혈증을 동반한 항체결핍,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,D80.6,V111,의료비(급여부분),미분류,[],,미분류,,
1054,거짓 부갑상선기능저하증,Pseudohypoparathyroidism,E20.1,V900,의료비(급여부분),내분비대사내과,"[""내분비대사내과"", ""신장내과""]",en_product3_188.xml; en_product3_193.xml,분류완료,97593,Pseudohypoparathyroidism
1053,거짓근긴장증,Pseudomyotonia,G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
1052,건조증후군[쉐그렌],Sicca syndrome[Sjögren],M35.0,V139,의료비(급여부분),미분류,[],,미분류,,
1051,결절성 경화증,Tuberous sclerosis,Q85.1,V204,의료비(급여부분),신경과,"[""신경과"", ""신장내과"", ""심장내과/소아심장과"", ""피부과"", ""혈액종양내과""]",en_product3_181.xml; en_product3_187.xml; en_product3_188.xml; en_product3_198.xml; en_product3_202.xml,리뷰필요,805,Tuberous sclerosis complex
1050,결절성 다발동맥염,Polyarteritis nodosa,M30.0,V134,의료비(급여부분),류마티스내과/면역내과,"[""류마티스내과/면역내과"", ""소아청소년과/의학유전학"", ""신경과"", ""신장내과"", ""심장내과/소아심장과""]",en_product3_181.xml; en_product3_188.xml; en_product3_196.xml; en_product3_198.xml; en_product3_231.xml,분류완료,767,Polyarteritis nodosa
1049,고라이신혈증,Hyperlysinaemia,E72.3,V117,의료비(급여부분),미분류,[],,미분류,,
1048,고류신-이소류신혈증,Hyperleucine-isoleucinaemia,E71.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,[],,미분류,,
1047,고린-샤우드리-모스 증후군,Gorlin-Chaudhry-Moss syndrome,Q87.0,V185,의료비(급여부분),류마티스내과/면역내과,"[""류마티스내과/면역내과"", ""피부과""]",en_product3_187.xml; en_product3_196.xml,분류완료,2095,Gorlin-Chaudhry-Moss syndrome
1046,고린증후군,Gorlin syndrome,없음,V900,의료비(급여부분),신경과,"[""신경과"", ""치과/구강악안면외과"", ""피부과"", ""혈액종양내과""]",en_product3_181.xml; en_product3_187.xml; en_product3_197.xml; en_product3_202.xml,리뷰필요,377,Gorlin syndrome
1045,고면역글로불린E증후군,Hyperimmunoglobulin E [IgE] syndrome,D82.4,V111,의료비(급여부분),미분류,[],,미분류,,
1044,고밀도침착병을 동반한 신증후군,Nephrotic syndrome with dense deposit disease,N04.6,V263,의료비(급여부분),미분류,[],,미분류,,
1043,고발린혈증,Hypervalinaemia,E71.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,[],,미분류,,
1042,고쉐병,Gaucher’s disease,E75.2,V117,의료비(급여부분),미분류,[],,미분류,,
1041,고암모니아혈증,Hyperammonaemia,E72.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,[],,미분류,,
1040,고양이울음증후군,Cri-du-chat syndrome,Q93.4,V205,의료비(급여부분),소아청소년과/의학유전학,"[""소아청소년과/의학유전학""]",en_product3_189.xml,분류완료,281,Monosomy 5p syndrome
1039,고전적 페닐케톤뇨증,Classical phenylketonuria,E70.0,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,[],,미분류,,
1038,고전적 혈우병,Classical haemophilia,D66,V009,의료비(급여부분),미분류,[],,미분류,,
1037,"고프롤린혈증(Ⅰ, Ⅱ형)","Hyperprolinaemia (typesⅠ, Ⅱ)",E72.5,V117,의료비(급여부분),미분류,[],,미분류,,
1036,고하이드록시프롤린혈증,Hyperhydroxyprolinaemia,E72.5,V117,의료비(급여부분),미분류,[],,미분류,,
1035,고함-스타우트 병,Gorham-Stout disease (GSD),없음,V900,의료비(급여부분),미분류,[],,미분류,,
1034,고호모시스테인혈증,Hyperhomocysteinemia,E72.1,V117,의료비(급여부분),미분류,[],,미분류,,
1033,"골간단연골형성이상, 슈미드형","Metaphyseal chondrodysplasia, Schmid type",Q78.5,V900,의료비(급여부분),정형외과,"[""정형외과""]",en_product3_199.xml,분류완료,174,"Metaphyseal chondrodysplasia, Schmid type"
1032,골간병적조직연결,Diaphyseal aclasis,Q78.6,V242,의료비(급여부분),미분류,[],,미분류,,
1031,골덴하 증후군,Goldenhar syndrome,Q87.0,V185,의료비(급여부분),미분류,[],,미분류,,
1030,골드베르그-쉬프린첸 증후군,Goldberg-Shprintzen syndrome,없음,V900,의료비(급여부분),미분류,[],,미분류,,
1029,골수형성저하,Medullary hypoplasia,D61.9,V023,의료비(급여부분),미분류,[],,미분류,,
1028,골취약증,Osteopsathyrosis,Q78.0,V183,의료비(급여부분),미분류,[],,미분류,,
1028,골취약증,Fragilitas ossium,Q78.0,V183,의료비(급여부분),미분류,[],,미분류,,
1026,골츠 증후군,Goltz syndrome,Q82.8,V900,의료비(급여부분),신경과,"[""신경과"", ""안과"", ""피부과""]",en_product3_181.xml; en_product3_187.xml; en_product3_189.xml,리뷰필요,2092,Focal dermal hypoplasia
1025,골화석증,Osteopetrosis,Q78.2,V229,의료비(급여부분),미분류,[],,미분류,,
1024,공통가변성 무감마글로불린혈증,Common variable agammaglobulinaemia [CVAgamma],D80.1,V111,의료비(급여부분),미분류,[],,미분류,,
1023,관상골 및 척추의 성장결손을 동반한 기타 골연골형성이상,Other osteochondrodysplasia with defects of growth of tubular bones and spine,Q77.8,V228,의료비(급여부분),정형외과,"[""정형외과""]",manual_primary_whitelist:\bosteochondrodysplasia\b,분류완료,,
1022,관상골 및 척추의 성장결손을 동반한 상세불명의 골연골형성이상,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",Q77.9,V228,의료비(급여부분),정형외과,"[""정형외과""]",manual_primary_whitelist:\bosteochondrodysplasia\b,분류완료,,
1021,관상동맥혈관의 기형,Malformation of coronary vessels,Q24.5,V148,의료비(급여부분),미분류,[],,미분류,,
1020,괴사성 호흡기육아종증,Necrotizing respiratory granulomatosis,M31.3,V135,의료비(급여부분),미분류,[],,미분류,,
1019,교차증후군,Cross syndrome,E70.3,V117,의료비(급여부분),신경과,"[""신경과"", ""안과"", ""치과/구강악안면외과"", ""피부과""]",en_product3_181.xml; en_product3_187.xml; en_product3_189.xml; en_product3_197.xml,리뷰필요,2719,"Oculocerebral hypopigmentation syndrome, Cross type"
1018,구리대사장애,Disorders of copper metabolism,E83.0,V119,의료비(급여부분),미분류,[],,미분류,,
1017,구조적 뇌 이상 및 얼굴이형성증을 동반한 신경발달 장애[RAC3 관련],Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies[RAC3 related],없음,V900,의료비(급여부분),미분류,[],,미분류,,
1016,구축-발달지연-피에르 로빈 증후군(5장완23 미세결손 증후군),Contractures-developmental delay-Pierre Robin syndrome (5q23 microdeletion syndrome),없음,V900,의료비(급여부분),미분류,[],,미분류,,
1015,국소적 아밀로이드증,Localized amyloidosis,E85.4,V121,의료비(급여부분),미분류,[],,미분류,,
1014,굴지 형성이상,Campomelic dysplasia,Q87.1,V900,의료비(급여부분),정형외과,"[""정형외과"", ""내분비대사내과"", ""비뇨의학과"", ""산부인과/생식의학"", ""신경과""]",en_product3_181.xml; en_product3_185.xml; en_product3_193.xml; en_product3_199.xml; en_product3_205.xml,분류완료,140,Campomelic dysplasia
1013,굿패스처증후군,Goodpasture’s syndrome,M31.0,V135,의료비(급여부분),미분류,[],,미분류,,
1012,궤양성 (만성) 범결장염,Ulcerative (chronic) pancolitis,K51.0,V131,의료비(급여부분),미분류,[],,미분류,,
1011,궤양성 (만성) 직장염,Ulcerative (chronic) proctitis,K51.2,V131,의료비(급여부분),미분류,[],,미분류,,
1010,귓바퀴-관절돌기 증후군 2,Auriculo-condylar syndrome 2,없음,V900,의료비(급여부분),미분류,[],,미분류,,
1009,그레이혈소판증후군,Grey platelet syndrome,D69.1,V106,의료비(급여부분),미분류,[],,미분류,,
1008,근간대경련[헌트운동실조]을(를) 동반한 조기발병 소뇌성 운동실조,Early-onset cerebellar ataxia with myoclonus[Hunt’s ataxia],G11.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,"[""신경과""]",manual_primary_whitelist:\bataxia\b,분류완료,,
1007,근골격계통의 기타 선천기형,Other congenital malformations of musculoskeletal system,Q79.8,V155,의료비(급여부분),미분류,[],,미분류,,
1006,근골격계통의 상세불명의 선천기형,"Congenital malformation of musculoskeletal system, unspecified",Q79.9,V155,의료비(급여부분),미분류,[],,미분류,,
1005,근골격계통의 선천변형 NOS,Congenital deformity of musculoskeletal system NOS,Q79.9,V155,의료비(급여부분),미분류,[],,미분류,,
1004,근골격계통의 선천이상 NOS,Congenital anomaly of musculoskeletal system NOS,Q79.9,V155,의료비(급여부분),미분류,[],,미분류,,
1003,근긴장디스트로피[스타이너트],Dystrophia myotonica[Steinert],G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
1002,근긴장이상을 동반한 고망간혈증,Hypermanganesemia with dystonia,없음,V900,의료비(급여부분),미분류,[],,미분류,,
1001,근긴장장애,Myotonic disorders,G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
1000,근디스트로피,Muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,"[""신경과""]",en_product3_181.xml,분류완료,98473,Muscular dystrophy
999,근병증을 동반한 전신경화증,Systemic sclerosis with myopathy,M34.8,V138,의료비(급여부분),미분류,[],,미분류,,
998,근병증을(를) 동반한 쉐그렌증후군,Sjogren’s syndrome with myopathy,M35.0,V139,의료비(급여부분),미분류,[],,미분류,,
997,근섬유의 특정 형태이상을 동반한 선천성 근디스트로피,Congenital muscular dystrophy with specific morphological abnormalities of the muscle fibre,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
996,근섬유형 불균형,Fibre-type disproportion,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
995,근세관성 (중심핵성) 근육병증,Myotubular (centronuclear) myopathy,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
994,근육의 결여,Absence of muscle,Q79.8,V155,의료비(급여부분),미분류,[],,미분류,,
993,근육카르니틴팔미틸트란스퍼레이스결핍,Muscle carnitine palmityltransferase deficiency,E71.3,V117,의료비(급여부분),미분류,[],,미분류,,
992,글라스증후군,Glass syndrome,없음,V900,의료비(급여부분),미분류,[],,미분류,,
991,글라이신대사장애,Disorders of glycine metabolism,E72.5,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,[],,미분류,,
990,글란즈만병,Glanzmann’s disease,D69.1,V106,의료비(급여부분),미분류,[],,미분류,,
989,글루타르산뇨,Glutaric aciduria,E72.3,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,[],,미분류,,
988,글리코젠축적병,Glycogen storage disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",내분비대사내과,"[""내분비대사내과""]",en_product3_150.xml,분류완료,79201,Glycogen storage disease
987,글리코젠축적병 1b형 A,Glycogen storage disease 1b type A,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",미분류,[],,미분류,,
986,글리코젠합성효소결핍,Glycogen synthase deficiency,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",미분류,[],,미분류,,
985,급성 간헐성 (간성) 포르피린증,Acute intermittent(hepatic) porphyria,E80.2,V118,의료비(급여부분),미분류,[],,미분류,,
984,기관 또는 계통 침범을 동반한 전신홍반루푸스,Systemic lupus erythematosus with organ or system involvement,M32.1,V136,의료비(급여부분),미분류,[],,미분류,,
983,기관한정아밀로이드증,Organ-limited amyloidosis,E85.4,V121,의료비(급여부분),미분류,[],,미분류,,
982,기면병 및 탈력발작,Narcolepsy and cataplexy,G47.4,V234,의료비(급여부분),미분류,[],,미분류,,
981,기타 고페닐알라닌혈증,Other hyperphenylalaninaemias,E70.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,[],,미분류,,
980,기타 궤양성 대장염,Other ulcerative colitis,K51.8,V131,의료비(급여부분),미분류,[],,미분류,,
979,기타 뇌전증지속상태,Other status epilepticus,G41.8,V125,의료비(급여부분),신경과,"[""신경과""]",manual_primary_whitelist:뇌전증,분류완료,,
978,기타 명시된 다발경화증,Other specified multiple sclerosis,G35.8,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
977,기타 및 복합부위의 사르코이드증,Sarcoidosis of other and combined sites,D86.8,V111,의료비(급여부분),미분류,[],,미분류,,
976,기타 뼈의 파젯병,Paget’s disease of other bones,M88.8,V213,의료비(급여부분),정형외과,"[""정형외과""]",manual_primary_whitelist:뼈의 파젯병,분류완료,,
975,기타 유전성 운동실조,Other hereditary ataxias,G11.8,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,"[""신경과""]",manual_primary_whitelist:운동실조,분류완료,,
974,기타 유전성 척수성 근위축,Other inherited spinal muscular atrophy,G12.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
973,기타 응고인자의 유전성 결핍,Hereditary deficiency of other clotting factors,D68.2,V009,의료비(급여부분),미분류,[],,미분류,,
972,기타 척수성 근위축 및 관련 증후군,Other spinal muscular atrophies and related syndromes,G12.8,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
971,기타 피부근염,Other dermatomyositis,M33.1,V137,의료비(급여부분),미분류,[],,미분류,,
970,기형을 동반한 범혈구감소증,Pancytopenia with malformations,D61.0,V023,의료비(급여부분),미분류,[],,미분류,,
969,긴 QT증후군,Long QT syndrome,I49.82,V296,의료비(급여부분),미분류,[],,미분류,,
968,긴장-간대성 뇌전증지속상태,Tonic-clonic status epilepticus,G41.0,V125,의료비(급여부분),신경과,"[""신경과""]",manual_primary_whitelist:뇌전증,분류완료,,
967,길랭-바레증후군,Guillain-Barré syndrome,G61.0,V126,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,"[""신경과""]",en_product3_181.xml,분류완료,2103,Guillain-Barré syndrome
966,나팔꽃 증후군,Morning glory syndrome,Q14.2,V900,의료비(급여부분),안과,"[""안과""]",en_product3_189.xml,분류완료,35737,Morning glory disc anomaly
965,낙엽천포창,Pemphigus foliaceus,L10.2,V210,의료비(급여부분),피부과,"[""피부과""]",en_product3_187.xml,분류완료,79481,Pemphigus foliaceus
964,난청-뇌병증-유사 리이를 동반한 3-메틸클루타코닉 산뇨 (MEGDEL) 증후군,3-methylglutaconic aciduria with deafness-encephalopathy-Leigh-like(MEGDEL) syndrome,없음,V900,의료비(급여부분),미분류,[],,미분류,,
963,낭성 섬유증에서의 태변장폐색,Meconium ileus in cystic fibrosis,E84.1,V120,의료비(급여부분),미분류,[],,미분류,,
962,내연골종증,Enchondromatosis,Q78.4,V230,의료비(급여부분),미분류,[],,미분류,,
961,네말린근육병증,Nemaline myopathy,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
960,네젤로프증후군,Nezelof’s syndrome,D81.4,V111,의료비(급여부분),미분류,[],,미분류,,
959,넬슨증후군,Nelson’s syndrome,E24.1,V114,의료비(급여부분),미분류,[],,미분류,,
958,노년성 황반변성(삼출성),Senile macular degeneration (exudative),H35.31,V201,의료비(급여부분),안과,"[""안과""]",manual_primary_whitelist:\bmacular degeneration\b,분류완료,,
957,노리에병,Norrie disease,없음,V900,의료비(급여부분),안과,"[""신경과"", ""안과"", ""이비인후과""]",en_product3_181.xml; en_product3_189.xml; en_product3_200.xml,리뷰필요,649,Norrie disease
956,노출림프구증후군,Bare lymphocyte syndrome,D81.6,V111,의료비(급여부분),미분류,[],,미분류,,
955,뇌-폐-갑상선 증후군,Brain-lung-thyroid syndrome,없음,V900,의료비(급여부분),내분비대사내과,"[""내분비대사내과"", ""신경과"", ""호흡기내과""]",en_product3_181.xml; en_product3_184.xml; en_product3_193.xml,리뷰필요,209905,Brain-lung-thyroid syndrome
954,뇌간(∼의) 다발경화증,Multiple sclerosis (of) brain stem,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
953,뇌전증 소발작지속상태,Epileptic absence status,G41.1,V125,의료비(급여부분),신경과,"[""신경과""]",manual_primary_whitelist:뇌전증,분류완료,,
952,뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너],Acquired aphasia with epilepsy [Landau-Kleffner],F80.3,V256,의료비(급여부분),신경과,"[""신경과""]",manual_primary_whitelist:\bepilepsy\b,분류완료,,
951,뇌하수체 부신피질자극호르몬의 과다생산,Overproduction of pituitary ACTH,E24.0,V114,의료비(급여부분),미분류,[],,미분류,,
950,뇌하수체-의존 부신피질기능항진증,Pituitary-dependent hyperadrenocorticism,E24.0,V114,의료비(급여부분),미분류,[],,미분류,,
949,뇌하수체-의존 쿠싱병,Pituitary-dependent Cushing’s disease,E24.0,V114,의료비(급여부분),미분류,[],,미분류,,
948,뇌하수체의 양성 신생물,Benign neoplasm of pituitary gland,D35.2,V162,의료비(급여부분),미분류,[],,미분류,,
947,누난 증후군,Noonan syndrome,Q87.1,V158,의료비(급여부분),소아청소년과/의학유전학,"[""내분비대사내과"", ""산부인과/생식의학"", ""소아청소년과/의학유전학"", ""신경과"", ""신장내과"", ""심장내과/소아심장과"", ""안과"", ""정형외과"", ""피부과"", ""혈액종양내과""]",en_product3_146.xml; en_product3_148.xml; en_product3_181.xml; en_product3_187.xml; en_product3_188.xml; en_product3_189.xml; en_product3_193.xml; en_product3_198.xml; en_product3_199.xml; en_product3_201.xml; en_product3_202.xml,리뷰필요,648,Noonan syndrome
946,눈 근디스트로피,Ocular muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",안과,"[""안과""]",,미분류,,
945,눈 운동 이상과 운동실조를 동반한 신경발달장애(FRMD5 관련),Neurodevelopmental disorder with eye movement abnormalities and ataxia(FRMD5 related),없음,V900,의료비(급여부분),신경과,"[""신경과"", ""안과""]",manual_primary_whitelist:\bataxia\b,분류완료,,
944,눈백색증,Ocular albinism,E70.3,V117,의료비(급여부분),안과,"[""안과""]",manual_primary_whitelist:\bocular albinism\b,분류완료,,
943,눈인두성 근디스트로피,Oculopharyngeal muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,"[""신경과"", ""안과""]",en_product3_181.xml; en_product3_189.xml,분류완료,270,Oculopharyngeal muscular dystrophy
942,눈피부백색증,Oculocutaneous albinism,E70.3,V117,의료비(급여부분),피부과,"[""안과"", ""피부과""]",,미분류,,
941,니만-피크병,Niemann-Pick’s disease,E75.2,V117,의료비(급여부분),미분류,[],,미분류,,
940,니콜라이데스-바라이서 증후군,Nicolaides-Baraitser syndrome,없음,V900,의료비(급여부분),신경과,"[""신경과""]",en_product3_181.xml,분류완료,3051,Nicolaides-Baraitser syndrome
939,다골성 섬유성 형성이상,Polyostotic fibrous dysplasia,Q78.1,V154,의료비(급여부분),정형외과,"[""정형외과""]",en_product3_199.xml,분류완료,93276,Polyostotic fibrous dysplasia
938,"다낭성 신장, 보통염색체열성","Polycystic kidney, autosomal recessive",Q61.1,V264,의료비(급여부분),신장내과,"[""신장내과""]",manual_primary_whitelist:\bpolycystic kidney\b,분류완료,,
937,"다낭성 신장, 보통염색체우성","Polycystic kidney, autosomal dominant",Q61.2,V264,의료비(급여부분),신장내과,"[""신장내과""]",manual_primary_whitelist:\bpolycystic kidney\b,분류완료,,
936,"다낭성 신장, 영아형","Polycystic kidney, infantile type",Q61.1,V264,의료비(급여부분),신장내과,"[""신장내과""]",manual_primary_whitelist:\bpolycystic kidney\b,분류완료,,
935,다논 병,Danon disease,없음,V900,의료비(급여부분),내분비대사내과,"[""내분비대사내과"", ""신경과"", ""심장내과/소아심장과""]",en_product3_146.xml; en_product3_150.xml; en_product3_181.xml,분류완료,34587,Danon disease
934,다발경화증,Multiple sclerosis,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
933,다발경화증 NOS,Multiple sclerosis (of) NOS,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
932,다발계통의 평활근 기능이상 증후군,Multisystemic smooth muscle dysfunction syndrome(MSMDS),없음,V900,의료비(급여부분),미분류,[],,미분류,,
931,다발근염,Polymyositis,M33.2,V137,의료비(급여부분),류마티스내과/면역내과,"[""류마티스내과/면역내과"", ""신경과"", ""신장내과""]",en_product3_181.xml; en_product3_188.xml; en_product3_196.xml,분류완료,732,Polymyositis
930,다발미세이랑증,Polymicrogyria,Q04.3,V900,의료비(급여부분),미분류,[],,미분류,,
929,다발선천외골증,Multiple congenital exostoses,Q78.6,V242,의료비(급여부분),미분류,[],,미분류,,
928,다발선천이상-근긴장저하-발작 증후군,Multiple congenital anomalies-hypotonia-seizures syndrome,없음,V900,의료비(급여부분),내분비대사내과,"[""내분비대사내과"", ""신경과""]",en_product3_150.xml; en_product3_181.xml,리뷰필요,280633,Multiple congenital anomalies-hypotonia-seizures syndrome
927,다발성 골단 형성이상,Multiple epiphyseal dysplasia,Q77.3,V900,의료비(급여부분),미분류,[],,미분류,,
926,다발심 병,Multicore disease,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,[],,미분류,,
925,다중심성 골용해-결정증-관절병증 [MONA],Multicentric osteolysis- nodulosis-arthropathy [MONA],없음,V900,의료비(급여부분),미분류,[],,미분류,,
